address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude
32 MULBERRY STREET,Manhattan,MN,1001806,164,2,2014-04-27,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99938523,40.71460507
32-03 BROADWAY,Queens,QN,4008406,614,8,2017-01-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92425797,40.76170023
32-03 BROADWAY,Queens,QN,4008406,614,8,2014-03-07,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081411J,,-73.92425797,40.76170023
32-10 37 AVENUE,Queens,QN,4004544,374,20,2016-05-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9301534,40.75414433
32-10 37 AVENUE,Queens,QN,4004544,374,20,2016-10-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9301534,40.75414433
32-10 37 AVENUE,Queens,QN,4004544,374,20,2016-06-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9301534,40.75414433
32-10 37 AVENUE,Queens,QN,4004544,374,20,2016-03-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9301534,40.75414433
32-17 COLLEGE POINT BOULEVARD,Queens,QN,4111862,4943,1,2016-09-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83686738,40.76591104
32-17 STEINWAY STREET,Queens,QN,4011015,676,40,2013-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9190986,40.75840842
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,2014-07-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92070304,40.75731477
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,2015-04-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117967R,041915PANEMR01,-73.92070304,40.75731477
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,2014-06-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92070304,40.75731477
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,2015-04-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126806K,041915CNEDG01,-73.92070304,40.75731477
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,2014-06-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92070304,40.75731477
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,2015-04-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117967R,041915CNEDG01,-73.92070304,40.75731477
32-72 STEINWAY STREET,Queens,QN,4010426,656,66,2015-04-19,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126806K,041915PANEMR01,-73.92070304,40.75731477
3202 EMMONS AVENUE,Brooklyn,BK,3255299,8815,525,2014-06-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93271866,40.58375523
321 1 AVENUE,Manhattan,MN,1078808,924,34,2016-06-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98073492,40.73437177
321 FIRST AVENUE,Manhattan,MN,1078808,924,34,2015-12-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98073492,40.73437177
321 LENOX AVENUE,Manhattan,MN,1057863,1911,29,2013-01-05,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000259R,,-73.94529094,40.80873525
322 EAST 14 STREET,Manhattan,MN,1006514,455,18,2014-04-11,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35091181M,041214CERFC01,-73.98416537,40.73170588
322 EAST 14 STREET,Manhattan,MN,1006514,455,18,2012-08-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98416537,40.73170588
3220 FULTON STREET,Brooklyn,BK,3092650,4141,18,2012-07-06,VACATE,34955417Z,,-73.8760979,40.68226856
3220 FULTON STREET,Brooklyn,BK,3092650,4141,18,2012-07-06,VACATE,34955418K,,-73.8760979,40.68226856
3229 WESTCHESTER AVENUE,Bronx,BX,2047677,4247,1,2015-12-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82923285,40.85227067
323 COLUMBIA STREET,Brooklyn,BK,3005181,363,2,2015-07-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00427789,40.6811084
323 COLUMBIA STREET,Brooklyn,BK,3005181,363,2,2014-03-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00427789,40.6811084
3233 EAST TREMONT AVENUE,Bronx,BX,2096033,5331,7,2017-06-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.83273575,40.83580937
325 FRANKLIN AVENUE,Brooklyn,BK,3055808,1954,4,2012-10-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000476N,102012PANEDR01,-73.95682652,40.68830382
33-02 QUEENS BOULEVARD,Queens,QN,4003437,247,30,2015-12-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93130027,40.74421078
33-02 QUEENS BOULEVARD,Queens,QN,4003437,247,30,2013-03-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93130027,40.74421078
33-04 BROADWAY,Queens,QN,4008765,621,34,2013-02-02,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35000399Z,020113CNEMR01,-73.92377148,40.76093594
33-04 BROADWAY,Queens,QN,4008765,621,34,2013-02-01,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000477P,02012013PANEDR01,-73.92377148,40.76093594
33-12 QUEENS BOULEVARD,Queens,QN,4003437,247,30,2015-03-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93130027,40.74421078
3304 BROADWAY,Queens,QN,4008765,621,34,2013-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92377148,40.76093594
332 9 AVENUE,Manhattan,MN,1013464,753,1,2013-04-05,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99826618,40.75022994
3320 MERRITT AVENUE,Bronx,BX,2811969,5250,46,2012-07-21,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82614058,40.88164037
334 EAST GUNHILL ROAD,Bronx,BX,2018503,3352,39,2015-12-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.87328267,40.87854535
334 MENAHAN STREET,Brooklyn,BK,3338489,3319,30,2012-06-08,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,34940218Y,,-73.91415908,40.70094763
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,2015-12-20,MARCH: NO PA PERMIT/ECB NOV ISSUED,35161413N,122014CNEDG01,-73.82899462,40.83452813
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,2015-12-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168250J,120515CERFC02,-73.82899462,40.83452813
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,2015-12-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168251L,120515CERFC02,-73.82899462,40.83452813
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,2015-12-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168251L,120515CERFC01,-73.82899462,40.83452813
3363 EAST TREMONT AVENUE,Bronx,BX,2072680,5311,2,2015-12-05,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168250J,120515CERFC01,-73.82899462,40.83452813
337 EAST 48 STREET,Brooklyn,BK,3101357,4654,34,2014-07-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93238524,40.65396228
3379 BROADWAY,Manhattan,MN,1059964,2002,50,2014-06-06,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95469762,40.82138863
3379 BROADWAY,Manhattan,MN,1059964,2002,50,2013-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95469762,40.82138863
3379 BROADWAY,Manhattan,MN,1059964,2002,50,2014-10-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95469762,40.82138863
3379 BROADWAY,Manhattan,MN,1059964,2002,50,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95469762,40.82138863
3392 EAST TREMONT AVENUE,Bronx,BX,2072585,5306,30,2013-03-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82883301,40.8334186
3392 EAST TREMONT AVENUE,Bronx,BX,2072585,5306,30,2015-06-04,PLEASE SEE COMPLAINT NUMBER,,,-73.82883301,40.8334186
3398 BOSTON ROAD,Bronx,BX,2060527,4734,6,2013-02-22,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35011002P,,-73.850776,40.87508178
3398 BOSTON ROAD,Bronx,BX,2060527,4734,6,2013-05-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.850776,40.87508178
3398 BOSTON ROAD,Bronx,BX,2060527,4734,6,2013-02-22,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35011003R,,-73.850776,40.87508178
34 VANDAM STREET,Manhattan,MN,1007817,505,1,2012-09-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00531978,40.72601441
34 WEST 32 STREET,Manhattan,MN,1015832,833,63,2013-03-07,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006181N,,-73.98734862,40.74769039
34-19 31 STREET,Queens,QN,4008157,608,20,2016-06-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92741681,40.7590054
340 WALTON AVENUE,Bronx,BX,2001031,2345,5,2016-09-17,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35197296H,091716PAERDM02,-73.92938185,40.81521955
3405 3 AVENUE,Bronx,BX,2117399,2371,50,2016-04-30,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90742435,40.82856931
3405 3 AVENUE,Bronx,BX,2117399,2371,50,2013-08-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90742435,40.82856931
3405 3 AVENUE,Bronx,BX,2117399,2371,50,2012-10-27,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,34995105X,102712CNETZ01,-73.90742435,40.82856931
341 AVENUE U,Brooklyn,BK,3191545,7104,258,2012-07-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97180655,40.59737881
341 LENOX AVENUE,Manhattan,MN,1057908,1912,30,2016-04-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94481801,40.80937499
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,2015-04-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.90916909,40.7009866
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,2013-09-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,35030504Z,,-73.90916909,40.7009866
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,2013-09-22,MARCH: NO PA PERMIT/ECB NOV ISSUED,35029601M,,-73.90916909,40.7009866
341 ST NICHOLAS AVENUE,Queens,QN,4437717,3449,6,2015-04-22,PLEASE SEE COMPLAINT NUMBER,,,-73.90916909,40.7009866
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,2013-09-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94522678,40.65128189
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,2014-05-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94522678,40.65128189
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,2015-01-30,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35117982P,013015CNEJM01,-73.94522678,40.65128189
3411 CHURCH AVENUE,Brooklyn,BK,3108681,4871,35,2014-01-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94522678,40.65128189
3412 FULTON STREET,Brooklyn,BK,3092914,4149,26,2013-09-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.86971448,40.68413623
3419 STEINWAY STREET,Queens,QN,4430185,673,16,2017-06-09,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35245449N,031017PAERR01,-73.92085776,40.7562398
3424 BROADWAY,Manhattan,MN,1061726,2071,1,2013-06-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.9526985,40.82266548
3441 JEROME AVENUE,Bronx,BX,2017715,3324,160,2015-12-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8832905,40.88134421
3454 BROADWAY,Manhattan,MN,1061776,2072,64,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95209896,40.82355831
3454 BROADWAY,Manhattan,MN,1061776,2072,64,2014-10-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95209896,40.82355831
347 BROADWAY,Brooklyn,BK,3063596,2462,24,2015-09-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445
347 BROADWAY,Brooklyn,BK,3063596,2462,24,2016-03-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445
347 BROADWAY,Brooklyn,BK,3063596,2462,24,2015-03-29,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445
347 BROADWAY,Brooklyn,BK,3063596,2462,24,2012-10-12,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95580413,40.70794445
348 WEST 52 STREET,Manhattan,MN,1025216,1042,51,2014-05-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98695105,40.76403551
3489 JEROME AVENUE,Bronx,BX,2017712,3324,146,2017-06-16,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35244513Y,061617CNESC03,-73.8825143,40.88201224
349 BROADWAY,Brooklyn,BK,3063595,2462,23,2016-10-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95574167,40.70792236
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,2014-12-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35096649L,121314PANELC01/02,-73.9225803,40.75411186
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,2014-12-13,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117700H,121314PANELC01/02,-73.9225803,40.75411186
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,2014-06-08,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35095706Y,060814CNEAC01,-73.9225803,40.75411186
35-35 STEINWAY STREET,Queens,QN,4010879,669,8,2013-02-02,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000480X,020213PANEDR01,-73.9225803,40.75411186
35-66 95 STREET,Queens,QN,4036171,1468,36,2013-10-06,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065311M,,-73.8725894,40.75124676
35-66 95 STREET,Queens,QN,4036171,1468,36,2013-10-06,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065310K,,-73.8725894,40.75124676
350 5 AVENUE,Brooklyn,BK,3021057,981,111,2012-09-08,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98504506,40.67237714
350 EAST 85 STREET,Manhattan,MN,1049969,1547,31,2012-09-22,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955599Z,092112CERAC01,-73.95051783,40.77622139
350 MESEROLE STREET,Brooklyn,BK,3071191,3056,35,2017-03-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.93436386,40.70860508
350 PORT RICHMOND AVENUE,Staten Island,SI,5025698,1091,32,2013-03-29,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34985274H,,-74.13692795,40.63331268
351 WEST 16 STREET,Manhattan,MN,1088885,740,7502,2014-02-07,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.00342683,40.74229485
3534 BROADWAY,Manhattan,MN,1061922,2076,61,2013-12-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95023369,40.82602927
354 BOWERY,Manhattan,MN,1008519,531,7503,2012-12-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99201823,40.72689606
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126923J,102415CERMT02,-73.9277044,40.70384149
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126922H,102415CERMT01,-73.9277044,40.70384149
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126923J,102415CERMT01,-73.9277044,40.70384149
354 MELROSE STREET,Brooklyn,BK,3072097,3165,27,2015-10-24,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35126922H,102415CERMT02,-73.9277044,40.70384149
354 PARK AVENUE SOUTH,Manhattan,MN,1016748,855,24,2014-01-19,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081278J,011914PANEAC02,-73.98558746,40.74209739
355 WEST 52 STREET,Manhattan,MN,1025239,1043,11,2014-05-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98687082,40.76449473
356 BOWERY,Manhattan,MN,1008518,531,39,2012-12-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.99199299,40.7269405
357 WEST 16 STREET,Manhattan,MN,1013045,740,6,2013-09-28,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35030552N,092813CNETZ01,-74.00367538,40.74220713
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162,190,2013-12-08,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35064946L,120713PANEMR01,-74.17740484,40.60146102
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162,190,2014-08-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-74.17740484,40.60146102
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162,190,2013-04-12,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000195R,,-74.17740484,40.60146102
3575 VICTORY BOULEVARD,Staten Island,SI,5036681,2162,190,2015-07-31,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35137290M,073115PANEMR01,-74.17740484,40.60146102
36 EAST 58 STREET,Manhattan,MN,1081156,1293,50,2013-04-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.97168301,40.76271721
36-04 34 STREET,Queens,QN,4007960,602,34,2015-04-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92773758,40.75540992
36-04 34 STREET,Queens,QN,4007960,602,34,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168905L,031016CERMT02,-73.92773758,40.75540992
36-04 34 STREET,Queens,QN,4007960,602,34,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168906N,031016CERMT03,-73.92773758,40.75540992
36-04 34 STREET,Queens,QN,4007960,602,34,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168905L,031016CERMT03,-73.92773758,40.75540992
36-04 34 STREET,Queens,QN,4007960,602,34,2016-03-10,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35168906N,031016CERMT02,-73.92773758,40.75540992
36-11 30 AVENUE,Queens,QN,4009269,630,44,2012-06-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91678549,40.76502271
36-11 30 AVENUE,Queens,QN,4009269,630,44,2014-06-08,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095707X,060814CNEAC02,-73.91678549,40.76502271
36-13 164 STREET,Queens,QN,4119567,5287,12,2012-09-29,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34952098R,092812CNEGA01,-73.80154847,40.76227523
36-13 164 STREET,Queens,QN,4119567,5287,12,2012-09-29,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34952099Z,092812CNEGA01,-73.80154847,40.76227523
36-14 31 STREET,Queens,QN,4007869,599,35,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35169019L,"062516CERMT01,02",-73.93036431,40.75634214
36-14 31 STREET,Queens,QN,4007869,599,35,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35169019L,062516CNERAC01,-73.93036431,40.75634214
36-14 31 STREET,Queens,QN,4007869,599,35,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161247R,062516CNERAC01,-73.93036431,40.75634214
36-14 31 STREET,Queens,QN,4007869,599,35,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161246P,"062516CERMT01,02",-73.93036431,40.75634214
36-14 31 STREET,Queens,QN,4007869,599,35,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161246P,062516CNERAC01,-73.93036431,40.75634214
36-14 31 STREET,Queens,QN,4007869,599,35,2016-05-21,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35160836K,052116CNEJM02,-73.93036431,40.75634214
36-14 31 STREET,Queens,QN,4007869,599,35,2016-06-25,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35161247R,"062516CERMT01,02",-73.93036431,40.75634214
36-21 REVIEW AVENUE,Queens,QN,4003700,311,2,2013-03-01,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000146K,,-73.93732088,40.7340143
36-21 REVIEW AVENUE,Queens,QN,4003700,311,2,2013-03-01,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000145Z,,-73.93732088,40.7340143
36-21 STEINWAY STREET,Queens,QN,4010859,666,1,2015-10-18,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.92368587,40.75286365
360 CENTRAL AVENUE,Brooklyn,BK,3076096,3323,37,2013-03-15,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.91924961,40.69443813
360 PARK AVENUE,Manhattan,MN,1035713,1288,33,2012-12-02,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000254H,,-73.97321568,40.75890029
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855,24,2016-06-11,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.98558746,40.74209739
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855,24,2017-06-10,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245282K,061017CNEMT04,-73.98558746,40.74209739
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855,24,2014-01-19,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081280Z,,-73.98558746,40.74209739
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855,24,2014-01-19,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081279L,,-73.98558746,40.74209739
360 PARK AVENUE SOUTH,Manhattan,MN,1016748,855,24,2015-12-06,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35137523Y,120615PANEWB01,-73.98558746,40.74209739
360 TENEYCK STREET,Brooklyn,BK,3070834,3029,33,2013-12-14,VACATE,35022573M,,-73.9354554,40.71166213
360 TENEYCK STREET,Brooklyn,BK,3070834,3029,33,2013-12-14,VACATE,35022572K,,-73.9354554,40.71166213
360 TENEYCK STREET,Brooklyn,BK,3070834,3029,33,2014-03-13,VACATE,35022573M,,-73.9354554,40.71166213
360 TENEYCK STREET,Brooklyn,BK,3070834,3029,33,2014-03-13,VACATE,35022572K,,-73.9354554,40.71166213
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2013-02-23,MARCH: NO PA PERMIT/ECB NOV ISSUED,35006498L,,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2013-05-17,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2016-10-01,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2013-11-22,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263658Z,071417CERJM03,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2014-03-28,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263658Z,071417CERJM04,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263657R,071417CERJM03,-73.8431883,40.8794806
3601 BOSTON ROAD,Bronx,BX,2065574,4888,2,2017-07-14,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263657R,071417CERJM04,-73.8431883,40.8794806
3601 EAST TREMONT AVENUE,Bronx,BX,2076682,5427,50,2015-12-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.82428593,40.82903851
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2016-02-20,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142865K,083015CERFC03,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142865K,083015CERFC01,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142864Z,083015CERFC02,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142864Z,083015CERFC01,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142866M,083015CERFC02,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142866M,083015CERFC03,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142865K,083015CERFC02,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-01-30,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117983R,013115CNEJM02,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142864Z,083015CERFC03,-73.94349164,40.65134367
3605 CHURCH AVENUE,Brooklyn,BK,3108775,4873,39,2015-08-30,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35142866M,083015CERFC01,-73.94349164,40.65134367
