Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
41347405,01/05/2019 11:56:59 PM,01/06/2019 08:45:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/06/2019 07:56:59 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2019 08:45:44 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41349977,01/05/2019 11:18:59 PM,01/06/2019 08:45:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/06/2019 07:18:59 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2019 08:45:44 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41352340,01/06/2019 02:40:30 AM,01/06/2019 06:39:32 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/06/2019 10:40:30 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2019 06:39:32 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41407002,01/12/2019 10:15:27 PM,01/13/2019 07:19:02 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/13/2019 06:15:27 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/13/2019 07:19:02 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41411332,01/13/2019 02:22:31 AM,01/13/2019 08:21:26 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/13/2019 10:22:31 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/13/2019 08:21:26 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41427413,01/16/2019 12:31:30 AM,01/16/2019 01:46:33 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/16/2019 08:31:30 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/16/2019 01:46:33 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41594144,02/02/2019 11:21:35 PM,02/03/2019 02:44:20 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/03/2019 07:21:35 AM,The Police Department responded to the complaint and took action to fix the condition.,02/03/2019 02:44:20 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41717316,02/16/2019 12:28:35 AM,02/16/2019 04:53:23 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/16/2019 08:28:35 AM,The Police Department responded to the complaint and took action to fix the condition.,02/16/2019 04:53:23 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41718872,02/16/2019 12:51:20 AM,02/16/2019 05:10:31 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/16/2019 08:51:20 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/16/2019 05:10:31 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41720166,02/17/2019 12:04:23 AM,02/17/2019 02:45:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/17/2019 08:04:23 AM,The Police Department responded to the complaint and took action to fix the condition.,02/17/2019 02:45:39 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41724095,02/16/2019 11:38:48 PM,02/17/2019 02:45:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/17/2019 07:38:48 AM,The Police Department responded to the complaint and took action to fix the condition.,02/17/2019 02:45:39 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41740438,02/19/2019 11:51:28 PM,02/20/2019 03:10:52 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/20/2019 07:51:28 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/20/2019 03:10:52 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41762363,02/22/2019 10:56:29 PM,02/23/2019 04:10:57 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/23/2019 06:56:29 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/23/2019 04:10:57 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41770193,02/23/2019 11:53:52 PM,02/24/2019 03:04:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/24/2019 07:53:52 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/24/2019 03:04:45 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41864561,03/03/2019 02:14:44 AM,03/03/2019 02:35:16 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/03/2019 10:14:44 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/03/2019 02:35:16 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41921974,03/10/2019 03:06:08 AM,03/10/2019 04:57:11 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/10/2019 11:06:08 AM,The Police Department responded to the complaint and determined that police action was not necessary.,03/10/2019 04:57:11 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41923773,03/10/2019 01:33:04 AM,03/10/2019 04:57:11 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/10/2019 09:33:04 AM,The Police Department responded to the complaint and determined that police action was not necessary.,03/10/2019 04:57:11 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41924371,03/10/2019 03:08:53 AM,03/10/2019 04:56:10 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/10/2019 11:08:53 AM,The Police Department responded to the complaint and determined that police action was not necessary.,03/10/2019 04:56:10 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
41979097,03/17/2019 02:27:11 AM,03/17/2019 07:40:57 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/17/2019 10:27:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/17/2019 07:40:57 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42055539,03/26/2019 09:48:46 PM,03/26/2019 10:14:03 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/27/2019 05:48:46 AM,The Police Department responded to the complaint and took action to fix the condition.,03/26/2019 10:14:03 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42149115,04/06/2019 01:46:38 AM,04/06/2019 05:37:41 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/06/2019 09:46:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/06/2019 05:37:41 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42214777,04/13/2019 11:43:41 PM,04/14/2019 07:52:04 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/14/2019 07:43:41 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/14/2019 07:52:04 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42265974,04/20/2019 12:36:55 AM,04/20/2019 01:46:04 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/20/2019 08:36:55 AM,The Police Department responded to the complaint and took action to fix the condition.,04/20/2019 01:46:04 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42491149,04/28/2019 01:10:26 AM,04/28/2019 02:30:11 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/28/2019 09:10:26 AM,The Police Department responded to the complaint and determined that police action was not necessary.,04/28/2019 02:30:11 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42492104,04/28/2019 01:23:18 AM,04/28/2019 02:30:12 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/28/2019 09:23:18 AM,The Police Department responded to the complaint and determined that police action was not necessary.,04/28/2019 02:30:12 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42492105,04/28/2019 12:15:51 AM,04/28/2019 01:17:37 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/28/2019 08:15:51 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,04/28/2019 01:17:37 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42494691,04/28/2019 02:06:59 AM,04/28/2019 03:38:07 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/28/2019 10:06:59 AM,The Police Department responded to the complaint and took action to fix the condition.,04/28/2019 03:38:07 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42494812,04/27/2019 11:53:49 PM,04/28/2019 12:50:46 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,04/28/2019 07:53:49 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/28/2019 12:50:46 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42569390,10/18/2018 08:50:09 AM,10/20/2018 12:00:00 AM,DOB,Department of Buildings,Emergency Response Team (ERT),M.A.R.C.H. Program (Interagency),,11238,772 DEAN STREET,DEAN STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,,10/20/2018 12:00:00 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42585445,05/05/2019 01:35:39 AM,05/05/2019 07:34:39 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/05/2019 09:35:39 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/05/2019 07:34:39 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42644277,05/12/2019 12:11:07 AM,05/12/2019 12:48:26 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/12/2019 08:11:07 AM,The Police Department reviewed your complaint and provided additional information below.,05/12/2019 12:48:26 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42645931,05/11/2019 04:23:46 PM,05/11/2019 06:44:17 PM,NYPD,New York City Police Department,Drinking,In Public,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/12/2019 12:23:46 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/11/2019 06:44:17 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42646112,05/12/2019 12:29:56 AM,05/12/2019 12:50:29 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/12/2019 08:29:56 AM,The Police Department reviewed your complaint and provided additional information below.,05/12/2019 12:50:29 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42648853,05/11/2019 11:39:03 PM,05/12/2019 04:08:07 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/12/2019 07:39:03 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/12/2019 04:08:07 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42664342,05/14/2019 12:41:19 PM,05/14/2019 01:30:50 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/14/2019 08:41:19 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/14/2019 01:30:50 PM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42697621,05/18/2019 01:03:29 AM,05/18/2019 02:43:54 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/18/2019 09:03:29 AM,The Police Department reviewed your complaint and provided additional information below.,05/18/2019 02:43:54 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42700283,05/18/2019 12:21:04 AM,05/18/2019 02:44:55 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/18/2019 08:21:04 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/18/2019 02:44:55 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42708322,05/19/2019 01:48:06 AM,05/19/2019 10:35:23 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/19/2019 09:48:06 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/19/2019 10:35:23 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42710442,05/18/2019 09:43:04 PM,05/19/2019 06:52:21 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/19/2019 05:43:04 AM,The Police Department responded to the complaint and took action to fix the condition.,05/19/2019 06:52:21 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42761558,05/24/2019 11:39:38 PM,05/25/2019 01:16:44 AM,NYPD,New York City Police Department,Urinating in Public,N/A,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/25/2019 07:39:38 AM,The Police Department responded to the complaint and took action to fix the condition.,05/25/2019 01:16:44 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42761807,05/24/2019 11:30:40 PM,05/25/2019 01:15:40 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/25/2019 07:30:40 AM,The Police Department responded to the complaint and took action to fix the condition.,05/25/2019 01:15:40 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42763140,05/25/2019 01:10:22 AM,05/25/2019 01:32:06 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/25/2019 09:10:22 AM,The Police Department responded to the complaint and took action to fix the condition.,05/25/2019 01:32:06 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42765766,05/24/2019 11:35:54 PM,05/25/2019 01:16:44 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/25/2019 07:35:54 AM,The Police Department responded to the complaint and took action to fix the condition.,05/25/2019 01:16:44 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42765769,05/25/2019 12:52:09 AM,05/25/2019 01:17:45 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/25/2019 08:52:09 AM,The Police Department responded to the complaint and took action to fix the condition.,05/25/2019 01:17:45 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42768433,05/25/2019 12:35:36 AM,05/25/2019 01:16:44 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/25/2019 08:35:36 AM,The Police Department responded to the complaint and took action to fix the condition.,05/25/2019 01:16:44 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
42774726,05/26/2019 12:04:47 AM,05/26/2019 02:12:57 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,772 DEAN STREET,DEAN STREET,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/26/2019 08:04:47 AM,The Police Department responded to the complaint and took action to fix the condition.,05/26/2019 02:12:57 AM,08 BROOKLYN,3011390014,BROOKLYN,994076,186829,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6794737,-73.9645739,"(40.6794737, -73.9645739)"
